2024-08-20T15:19:51.368696+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1060397, actime: 1206573, lat: 37.84176254272461, lng: 108.80414581298828, height: 1572.0, yaw: -1.57013738155365, pitch: -5.4569682106375694e-11, roll: 0.0001009379921015352, angle: -1.57013738155365, crc: 0xff')
2024-08-20T15:19:51.449488+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1060401, actime: 1206666, lat: 37.83506393432617, lng: 108.75125885009766, height: 1572.0, yaw: 1.573499321937561, pitch: 2.255546860396862e-10, roll: 0.00011568488116608933, angle: 1.573499083518982, crc: 0xff')
2024-08-20T15:19:51.450437+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1060359, actime: 1206796, lat: 37.794612884521484, lng: 108.77740478515625, height: 1572.0, yaw: 1.5724059343338013, pitch: 1.418811734765768e-10, roll: 7.093435851857066e-05, angle: 1.5724059343338013, crc: 0xff')
2024-08-20T15:19:51.456146+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1068972, actime: 1215403, lat: 37.77519226074219, lng: 108.79380798339844, height: 1622.0, yaw: 2.1876320838928223, pitch: 5.046604201197624e-08, roll: 0.0018537406576797366, angle: 2.1876320838928223, crc: 0xff')
2024-08-20T15:19:51.458052+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1060409, actime: 1206764, lat: 37.808162689208984, lng: 108.68700408935547, height: 1572.0, yaw: 1.5739473104476929, pitch: 3.2014213502407074e-10, roll: 0.0009544010390527546, angle: 1.5739471912384033, crc: 0xff')
2024-08-20T15:19:51.459054+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1060415, actime: 1206692, lat: 37.8619384765625, lng: 108.80633544921875, height: 1572.0, yaw: 1.5678588151931763, pitch: -2.5556801119819283e-10, roll: 2.3069907911121845e-05, angle: 1.5678588151931763, crc: 0xff')
2024-08-20T15:19:51.459998+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1060345, actime: 1206734, lat: 37.848506927490234, lng: 108.7822494506836, height: 1572.0, yaw: 1.573361873626709, pitch: 2.219167072325945e-10, roll: 8.143444574670866e-05, angle: 1.5733616352081299, crc: 0xff')
2024-08-20T15:19:51.460943+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 940839, actime: 1087335, lat: 37.76982498168945, lng: 108.8311538696289, height: 1600.0, yaw: -2.1563665866851807, pitch: 4.7497451305389404e-08, roll: -0.026387128978967667, angle: -2.1563665866851807, crc: 0xff')
2024-08-20T15:19:51.461936+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 988602, actime: 1134848, lat: 37.704811096191406, lng: 108.70230102539062, height: 1672.0, yaw: -1.569793939590454, pitch: -8.913048077374697e-11, roll: 3.457760612946004e-05, angle: -1.5697940587997437, crc: 0xff')
2024-08-20T15:19:51.462885+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1060437, actime: 1206698, lat: 37.808074951171875, lng: 108.80952453613281, height: 1572.0, yaw: 1.5722709894180298, pitch: 1.4551915228366852e-10, roll: -0.0006585321971215308, angle: 1.5722707509994507, crc: 0xff')
2024-08-20T15:19:51.463830+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 940957, actime: 1087442, lat: 37.67325973510742, lng: 108.83861541748047, height: 1600.0, yaw: 0.6361142992973328, pitch: -7.171183824539185e-08, roll: -0.025460563600063324, angle: 0.6361143589019775, crc: 0xff')
2024-08-20T15:19:51.464910+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1060442, actime: 1206934, lat: 37.774436950683594, lng: 108.72026824951172, height: 1572.0, yaw: -1.5687452554702759, pitch: -1.7826096154749393e-10, roll: 6.71900634188205e-05, angle: -1.5687452554702759, crc: 0xff')
2024-08-20T15:19:51.465903+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1060360, actime: 1206722, lat: 37.81484603881836, lng: 108.74591064453125, height: 1572.0, yaw: -1.5693773031234741, pitch: -1.1641532182693481e-10, roll: -0.00030477650579996407, angle: -1.5693776607513428, crc: 0xff')
2024-08-20T15:19:51.466846+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1060431, actime: 1206691, lat: 37.86204528808594, lng: 108.69303131103516, height: 1572.0, yaw: 1.6322100162506104, pitch: 5.3551048040390015e-09, roll: -0.0043977368623018265, angle: 1.6322098970413208, crc: 0xff')
2024-08-20T15:19:51.467768+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 0, actime: 1182716, lat: 37.76533508300781, lng: 108.84288024902344, height: 1322.0, yaw: 0.0, pitch: 0.0, roll: 0.0, angle: 0.0, crc: 0xff')
2024-08-20T15:19:51.468743+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1060397, actime: 1206673, lat: 37.84176254272461, lng: 108.80414581298828, height: 1572.0, yaw: -1.57013738155365, pitch: -5.4569682106375694e-11, roll: 0.0001009379921015352, angle: -1.57013738155365, crc: 0xff')
2024-08-20T15:19:51.469722+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1068981, actime: 1215488, lat: 37.762210845947266, lng: 108.7997055053711, height: 1622.0, yaw: -2.2338969707489014, pitch: 5.381298251450062e-08, roll: 0.0007159780361689627, angle: -2.2338969707489014, crc: 0xff')
2024-08-20T15:19:51.472836+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1060428, actime: 1206713, lat: 37.855262756347656, lng: 108.77224731445312, height: 1572.0, yaw: -1.5700544118881226, pitch: -5.820766091346741e-11, roll: -0.0004969465080648661, angle: -1.5700544118881226, crc: 0xff')
2024-08-20T15:19:51.473799+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1091003, actime: 1237412, lat: 37.750038146972656, lng: 108.80497741699219, height: 1522.0, yaw: -1.625300645828247, pitch: 1.862645149230957e-09, roll: 0.050450608134269714, angle: -1.6253007650375366, crc: 0xff')
2024-08-20T15:19:51.474738+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1091022, actime: 1237342, lat: 37.75069808959961, lng: 108.81700897216797, height: 1522.0, yaw: -1.6476516723632812, pitch: 6.51925802230835e-09, roll: -0.02549254335463047, angle: -1.6476515531539917, crc: 0xff')
2024-08-20T15:19:51.475714+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1003235, actime: 1149769, lat: 37.771080017089844, lng: 108.77362060546875, height: 1572.0, yaw: 1.5715107917785645, pitch: 6.275513442233205e-11, roll: -2.9011836886638775e-05, angle: 1.5715105533599854, crc: 0xff')
2024-08-20T15:19:51.476659+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1090975, actime: 1237386, lat: 37.75779724121094, lng: 108.82494354248047, height: 1522.0, yaw: -2.076394557952881, pitch: 4.260800778865814e-08, roll: -0.007291231770068407, angle: -2.076394557952881, crc: 0xff')
2024-08-20T15:19:51.477604+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 988574, actime: 1134835, lat: 37.71152114868164, lng: 108.78141784667969, height: 1672.0, yaw: 1.5725536346435547, pitch: 1.5279510989785194e-10, roll: 9.053383837454021e-05, angle: 1.5725533962249756, crc: 0xff')
2024-08-20T15:19:51.478564+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 940922, actime: 1087435, lat: 37.72467041015625, lng: 108.8303451538086, height: 1600.0, yaw: -2.4122185707092285, pitch: 6.705522537231445e-08, roll: -0.026349134743213654, angle: -2.4122185707092285, crc: 0xff')
2024-08-20T15:19:51.480073+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1091042, actime: 1237550, lat: 37.74953079223633, lng: 108.8308334350586, height: 1522.0, yaw: -2.678056240081787, pitch: 7.82310962677002e-08, roll: 0.07794872671365738, angle: -2.678056240081787, crc: 0xff')
2024-08-20T15:19:51.482284+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1091033, actime: 1237442, lat: 37.74921798706055, lng: 108.82310485839844, height: 1522.0, yaw: -2.2247416973114014, pitch: 5.4016709327697754e-08, roll: 0.0708315297961235, angle: -2.2247416973114014, crc: 0xff')
2024-08-20T15:19:51.483249+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1090974, actime: 1237397, lat: 37.75944519042969, lng: 108.80670928955078, height: 1522.0, yaw: -1.7397838830947876, pitch: 1.4668330550193787e-08, roll: 0.007664333563297987, angle: -1.7397841215133667, crc: 0xff')
2024-08-20T15:19:51.484193+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 988669, actime: 1135109, lat: 37.6845703125, lng: 108.7936782836914, height: 1672.0, yaw: 1.575844407081604, pitch: 4.411049303598702e-10, roll: 2.602817039587535e-05, angle: 1.5758445262908936, crc: 0xff')
2024-08-20T15:19:51.495069+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 988677, actime: 1135206, lat: 37.68043899536133, lng: 108.70198059082031, height: 1672.0, yaw: -1.438164234161377, pitch: -1.1874362826347351e-08, roll: 0.006312712095677853, angle: -1.438164472579956, crc: 0xff')
2024-08-20T15:19:51.502352+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1091012, actime: 1237357, lat: 37.74710464477539, lng: 108.82279968261719, height: 1522.0, yaw: 2.6196165084838867, pitch: 7.566995918750763e-08, roll: -0.006923489738255739, angle: 2.6196165084838867, crc: 0xff')
2024-08-20T15:19:51.510439+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1090943, actime: 1237404, lat: 37.76350402832031, lng: 108.81829071044922, height: 1522.0, yaw: -1.4741641283035278, pitch: -8.440110832452774e-09, roll: 0.0012206484097987413, angle: -1.4741642475128174, crc: 0xff')
2024-08-20T15:19:51.511522+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1090975, actime: 1237331, lat: 37.75921630859375, lng: 108.81368255615234, height: 1522.0, yaw: -1.6232093572616577, pitch: 4.627509042620659e-09, roll: 0.000914153119083494, angle: -1.6232091188430786, crc: 0xff')
2024-08-20T15:19:51.513070+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1090963, actime: 1237320, lat: 37.75476837158203, lng: 108.8116226196289, height: 1522.0, yaw: -1.4805009365081787, pitch: -7.876224117353559e-09, roll: 7.406726945191622e-05, angle: -1.4805008172988892, crc: 0xff')
2024-08-20T15:19:51.516108+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1060402, actime: 1206824, lat: 37.82833480834961, lng: 108.71377563476562, height: 1572.0, yaw: -1.5673705339431763, pitch: -3.128661774098873e-10, roll: 0.0001258704869542271, angle: -1.5673706531524658, crc: 0xff')
2024-08-20T15:19:51.517537+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 988577, actime: 1134969, lat: 37.70470428466797, lng: 108.82101440429688, height: 1672.0, yaw: -1.584036946296692, pitch: 1.3969838619232178e-09, roll: 0.003249360481277108, angle: -1.5840370655059814, crc: 0xff')
2024-08-20T15:19:51.519138+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 940910, actime: 1087452, lat: 37.80827713012695, lng: 108.83079528808594, height: 1600.0, yaw: 2.3092024326324463, pitch: 5.960464477539063e-08, roll: -0.026939373463392258, angle: 2.3092026710510254, crc: 0xff')
2024-08-20T15:19:51.520181+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1003258, actime: 1149826, lat: 37.76210021972656, lng: 108.7230224609375, height: 1572.0, yaw: -1.5691564083099365, pitch: -1.3096723705530167e-10, roll: -0.00025304604787379503, angle: -1.5691567659378052, crc: 0xff')
2024-08-20T15:19:51.521753+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1090959, actime: 1237502, lat: 37.750770568847656, lng: 108.82137298583984, height: 1522.0, yaw: -1.7986652851104736, pitch: 1.955777406692505e-08, roll: 0.02486344613134861, angle: -1.7986654043197632, crc: 0xff')
2024-08-20T15:19:51.523052+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1003284, actime: 1149836, lat: 37.7620964050293, lng: 108.81373596191406, height: 1572.0, yaw: -1.5672037601470947, pitch: -3.2741809263825417e-10, roll: 0.0001736013509798795, angle: -1.5672036409378052, crc: 0xff')
2024-08-20T15:19:51.523708+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1068956, actime: 1215455, lat: 37.771629333496094, lng: 108.77037048339844, height: 1622.0, yaw: 0.9080352187156677, pitch: -5.381298251450062e-08, roll: -0.00048310038982890546, angle: 0.9080352783203125, crc: 0xff')
2024-08-20T15:19:51.541962+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 988586, actime: 1135069, lat: 37.69132995605469, lng: 108.7457504272461, height: 1672.0, yaw: -1.5691285133361816, pitch: -1.5279510989785194e-10, roll: 0.0001628427125979215, angle: -1.5691285133361816, crc: 0xff')
2024-08-20T15:19:51.543315+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1068944, actime: 1215526, lat: 37.75865173339844, lng: 108.77630615234375, height: 1622.0, yaw: -0.9554334878921509, pitch: -5.0407834351062775e-08, roll: 0.0010858799796551466, angle: -0.9554334878921509, crc: 0xff')
2024-08-20T15:19:51.544333+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 988650, actime: 1135062, lat: 37.69807815551758, lng: 108.72676849365234, height: 1672.0, yaw: 1.5727890729904175, pitch: 1.673470251262188e-10, roll: 0.00014879886293783784, angle: 1.5727887153625488, crc: 0xff')
2024-08-20T15:19:51.545246+0800 - __main__ - INFO - ('Receive data: ', 'start0: 0x55, start1: 0xaa, length: 41, id: 151, time: 1060362, actime: 1206807, lat: 37.82160186767578, lng: 108.71910095214844, height: 1572.0, yaw: 1.5729681253433228, pitch: 1.964508555829525e-10, roll: -0.00021149727399460971, angle: 1.5729680061340332, crc: 0xff')
